user_id,product_id,event,timestamp
6,512,view,2026-01-26 13:48:50.349524
6,116,view,2026-01-26 13:48:50.349524
6,143,cart,2026-03-06 13:48:50.349524
6,860,view,2026-05-04 13:48:50.349524
6,904,cart,2025-12-31 13:48:50.349524
6,702,view,2025-12-10 13:48:50.349524
6,205,view,2026-03-19 13:48:50.349524
6,257,cart,2026-03-08 13:48:50.349524
6,682,view,2026-03-06 13:48:50.349524
6,937,cart,2026-04-25 13:48:50.349524
6,179,purchase,2025-12-28 13:48:50.349524
6,615,cart,2026-02-03 13:48:50.349524
7,792,view,2026-01-10 13:48:50.349524
7,229,cart,2026-03-03 13:48:50.349524
7,549,view,2026-03-08 13:48:50.349524
7,99,purchase,2026-05-07 13:48:50.349524
7,528,view,2025-12-18 13:48:50.349524
7,252,view,2026-04-22 13:48:50.349524
7,295,cart,2026-04-09 13:48:50.349524
7,543,view,2026-01-20 13:48:50.349524
7,246,cart,2026-05-02 13:48:50.349524
7,816,cart,2026-03-16 13:48:50.349524
7,148,cart,2026-04-07 13:48:50.349524
7,962,view,2026-05-06 13:48:50.349524
7,25,view,2026-04-10 13:48:50.349524
7,248,view,2026-05-26 13:48:50.349524
7,885,view,2026-05-18 13:48:50.349524
7,598,purchase,2026-04-02 13:48:50.349524
7,199,view,2026-04-30 13:48:50.349524
7,876,view,2025-12-09 13:48:50.349524
7,38,view,2025-12-17 13:48:50.349524
7,989,view,2026-03-31 13:48:50.349524
8,913,view,2026-01-16 13:48:50.349524
8,789,view,2026-02-07 13:48:50.349524
8,455,cart,2026-06-03 13:48:50.349524
8,234,view,2025-12-18 13:48:50.349524
8,203,view,2026-05-03 13:48:50.349524
8,492,view,2026-05-12 13:48:50.349524
8,954,view,2026-05-03 13:48:50.349524
8,956,purchase,2026-01-07 13:48:50.349524
8,173,cart,2026-03-02 13:48:50.349524
8,749,view,2026-03-14 13:48:50.349524
8,819,cart,2026-04-14 13:48:50.349524
8,978,view,2025-12-12 13:48:50.349524
8,41,view,2026-01-11 13:48:50.349524
8,233,view,2025-12-19 13:48:50.349524
8,104,view,2026-02-20 13:48:50.349524
8,195,cart,2026-05-24 13:48:50.349524
8,655,cart,2026-04-12 13:48:50.349524
8,242,view,2026-05-01 13:48:50.349524
8,392,view,2026-02-01 13:48:50.349524
8,219,view,2026-05-30 13:48:50.349524
9,730,view,2026-05-04 13:48:50.349524
9,554,view,2026-03-04 13:48:50.349524
9,170,view,2026-04-05 13:48:50.349524
9,736,cart,2026-01-15 13:48:50.349524
9,319,cart,2026-04-02 13:48:50.349524
9,379,cart,2026-01-09 13:48:50.349524
9,777,view,2026-04-13 13:48:50.349524
9,895,view,2026-05-27 13:48:50.349524
9,580,view,2025-12-14 13:48:50.349524
9,890,view,2026-01-02 13:48:50.349524
9,832,cart,2025-12-25 13:48:50.349524
9,951,view,2026-01-25 13:48:50.349524
9,441,purchase,2026-01-29 13:48:50.349524
9,52,cart,2026-02-01 13:48:50.349524
9,29,view,2026-03-04 13:48:50.349524
9,630,cart,2026-02-12 13:48:50.349524
9,613,purchase,2026-06-03 13:48:50.349524
9,309,view,2026-06-05 13:48:50.349524
9,966,cart,2026-04-15 13:48:50.349524
9,250,view,2025-12-08 13:48:50.349524
10,346,cart,2026-04-12 13:48:50.349524
10,385,view,2025-12-29 13:48:50.349524
10,996,view,2026-03-25 13:48:50.349524
10,485,view,2026-01-24 13:48:50.349524
10,644,view,2026-02-08 13:48:50.349524
10,628,view,2025-12-19 13:48:50.349524
10,331,view,2026-01-05 13:48:50.349524
10,229,view,2026-02-25 13:48:50.349524
10,693,view,2025-12-08 13:48:50.349524
10,725,view,2025-12-22 13:48:50.349524
10,665,view,2026-02-21 13:48:50.349524
10,592,view,2026-03-16 13:48:50.349524
10,173,view,2026-03-25 13:48:50.349524
10,297,view,2026-05-30 13:48:50.349524
10,414,purchase,2026-05-30 13:48:50.349524
10,376,view,2025-12-28 13:48:50.349524
10,797,view,2026-05-19 13:48:50.349524
10,685,cart,2026-04-15 13:48:50.349524
10,472,view,2026-01-01 13:48:50.349524
10,752,purchase,2026-03-15 13:48:50.349524
11,552,view,2026-01-22 13:48:50.349524
11,825,view,2026-02-18 13:48:50.349524
11,514,purchase,2026-04-12 13:48:50.349524
11,489,cart,2026-02-21 13:48:50.349524
11,62,view,2026-03-24 13:48:50.349524
11,921,view,2026-05-03 13:48:50.349524
11,402,view,2025-12-13 13:48:50.349524
11,888,view,2026-06-05 13:48:50.349524
11,374,cart,2026-04-03 13:48:50.349524
11,968,view,2026-05-09 13:48:50.349524
11,571,purchase,2026-02-12 13:48:50.349524
11,445,view,2026-05-05 13:48:50.349524
11,240,view,2026-04-22 13:48:50.349524
11,548,purchase,2025-12-18 13:48:50.349524
11,40,view,2026-05-09 13:48:50.349524
11,904,view,2025-12-07 13:48:50.349524
11,360,view,2026-05-23 13:48:50.349524
11,986,purchase,2026-01-11 13:48:50.349524
11,536,view,2026-05-01 13:48:50.349524
11,458,purchase,2026-05-20 13:48:50.349524
12,159,view,2026-04-03 13:48:50.349524
12,863,view,2026-02-13 13:48:50.349524
12,294,view,2026-04-27 13:48:50.349524
12,750,purchase,2026-02-12 13:48:50.349524
12,252,view,2025-12-15 13:48:50.349524
12,567,purchase,2026-03-29 13:48:50.349524
12,180,cart,2026-03-14 13:48:50.349524
12,395,cart,2026-05-14 13:48:50.349524
12,907,view,2026-03-01 13:48:50.349524
12,350,view,2026-01-30 13:48:50.349524
12,749,view,2026-01-06 13:48:50.349524
12,107,view,2026-01-15 13:48:50.349524
12,316,view,2026-02-17 13:48:50.349524
12,668,purchase,2026-03-19 13:48:50.349524
12,693,view,2026-04-14 13:48:50.349524
12,451,view,2026-02-10 13:48:50.349524
12,132,view,2026-02-14 13:48:50.349524
12,717,view,2026-05-10 13:48:50.349524
12,923,view,2026-01-28 13:48:50.349524
12,303,view,2026-04-04 13:48:50.349524
13,74,view,2025-12-16 13:48:50.349524
13,459,view,2026-01-05 13:48:50.349524
13,797,cart,2026-05-15 13:48:50.349524
13,921,purchase,2026-03-26 13:48:50.349524
13,776,view,2026-01-06 13:48:50.349524
13,799,cart,2026-04-04 13:48:50.349524
13,459,view,2026-02-25 13:48:50.349524
13,576,cart,2026-01-08 13:48:50.349524
13,239,cart,2026-06-05 13:48:50.349524
13,99,purchase,2026-01-17 13:48:50.349524
13,322,view,2026-03-30 13:48:50.349524
13,385,view,2026-02-27 13:48:50.349524
13,395,cart,2025-12-25 13:48:50.349524
13,832,view,2025-12-23 13:48:50.349524
13,807,view,2025-12-22 13:48:50.349524
13,306,view,2025-12-13 13:48:50.349524
13,197,view,2026-04-11 13:48:50.349524
13,71,view,2026-02-18 13:48:50.349524
13,843,cart,2026-03-17 13:48:50.349524
13,938,view,2026-04-20 13:48:50.349524
14,322,view,2026-05-16 13:48:50.349524
14,176,view,2026-03-29 13:48:50.349524
14,306,view,2026-02-17 13:48:50.349524
14,446,view,2026-05-29 13:48:50.349524
14,355,view,2026-03-13 13:48:50.349524
14,132,view,2025-12-26 13:48:50.349524
14,658,view,2026-05-26 13:48:50.349524
14,480,purchase,2026-02-06 13:48:50.349524
14,737,view,2026-04-23 13:48:50.349524
14,98,view,2025-12-09 13:48:50.349524
14,475,view,2026-05-24 13:48:50.349524
14,830,view,2025-12-25 13:48:50.349524
14,613,cart,2026-05-02 13:48:50.349524
14,250,view,2025-12-15 13:48:50.349524
14,493,view,2026-02-08 13:48:50.349524
14,304,view,2025-12-07 13:48:50.349524
14,662,view,2026-02-27 13:48:50.349524
14,794,cart,2026-05-16 13:48:50.349524
14,652,cart,2025-12-09 13:48:50.349524
14,829,purchase,2025-12-26 13:48:50.349524
15,837,cart,2026-05-10 13:48:50.349524
15,836,cart,2026-01-28 13:48:50.349524
15,186,cart,2026-02-24 13:48:50.349524
15,848,cart,2025-12-19 13:48:50.349524
15,948,view,2025-12-28 13:48:50.349524
15,274,purchase,2026-05-05 13:48:50.349524
15,667,cart,2026-03-18 13:48:50.349524
15,214,view,2026-04-18 13:48:50.349524
15,906,purchase,2026-05-10 13:48:50.349524
15,473,view,2026-02-06 13:48:50.349524
15,313,purchase,2026-01-18 13:48:50.349524
15,168,view,2026-02-20 13:48:50.349524
15,525,view,2026-03-26 13:48:50.349524
15,366,view,2026-01-30 13:48:50.349524
15,6,cart,2026-04-18 13:48:50.349524
15,792,purchase,2026-05-12 13:48:50.349524
15,461,view,2026-02-25 13:48:50.349524
15,564,view,2026-02-12 13:48:50.349524
15,273,purchase,2026-04-11 13:48:50.349524
15,725,view,2026-02-23 13:48:50.349524
16,600,purchase,2026-05-19 13:48:50.349524
16,439,view,2026-05-26 13:48:50.349524
16,472,view,2026-02-02 13:48:50.349524
16,661,cart,2026-01-06 13:48:50.349524
16,625,view,2026-05-20 13:48:50.349524
16,170,view,2025-12-19 13:48:50.349524
16,711,cart,2025-12-12 13:48:50.349524
16,444,view,2026-04-15 13:48:50.349524
16,863,cart,2026-05-11 13:48:50.349524
16,326,view,2026-03-11 13:48:50.349524
16,384,cart,2026-05-23 13:48:50.349524
16,92,cart,2026-01-03 13:48:50.349524
16,916,view,2026-03-12 13:48:50.349524
16,265,cart,2026-04-15 13:48:50.349524
16,531,view,2026-03-19 13:48:50.349524
16,785,view,2026-02-16 13:48:50.349524
16,934,purchase,2025-12-08 13:48:50.349524
16,688,view,2026-05-04 13:48:50.349524
16,846,view,2026-04-17 13:48:50.349524
16,724,view,2026-02-01 13:48:50.349524
17,990,view,2026-01-13 13:48:50.349524
17,736,purchase,2026-02-08 13:48:50.349524
17,297,purchase,2026-05-24 13:48:50.349524
17,313,cart,2026-05-15 13:48:50.349524
17,479,view,2026-05-17 13:48:50.349524
17,1,cart,2026-02-23 13:48:50.349524
17,101,purchase,2026-01-16 13:48:50.349524
17,505,view,2025-12-20 13:48:50.349524
17,205,cart,2026-03-15 13:48:50.349524
17,190,view,2026-04-22 13:48:50.349524
17,517,view,2026-03-25 13:48:50.349524
17,261,view,2026-05-22 13:48:50.349524
17,381,view,2026-02-27 13:48:50.349524
17,306,view,2026-02-10 13:48:50.349524
17,243,view,2026-04-12 13:48:50.349524
17,199,view,2026-04-08 13:48:50.349524
17,219,view,2026-02-12 13:48:50.349524
17,199,view,2026-03-10 13:48:50.349524
17,180,cart,2025-12-23 13:48:50.349524
17,983,view,2026-05-15 13:48:50.349524
18,739,view,2025-12-25 13:48:50.349524
18,547,view,2026-06-01 13:48:50.349524
18,658,purchase,2026-05-24 13:48:50.349524
18,941,view,2026-02-12 13:48:50.349524
18,405,view,2026-05-19 13:48:50.349524
18,117,purchase,2026-03-17 13:48:50.349524
18,331,view,2026-05-30 13:48:50.349524
18,776,view,2026-05-29 13:48:50.349524
18,237,view,2026-01-16 13:48:50.349524
18,361,purchase,2026-02-22 13:48:50.349524
18,949,purchase,2026-01-08 13:48:50.349524
18,598,purchase,2026-02-10 13:48:50.349524
18,563,view,2026-04-14 13:48:50.349524
18,702,view,2026-05-05 13:48:50.349524
18,515,view,2026-03-07 13:48:50.349524
18,461,view,2025-12-17 13:48:50.349524
18,780,cart,2026-05-04 13:48:50.349524
18,923,cart,2026-03-19 13:48:50.349524
18,245,view,2026-01-01 13:48:50.349524
18,688,view,2026-05-23 13:48:50.349524
19,66,purchase,2026-01-28 13:48:50.349524
19,543,view,2026-05-13 13:48:50.349524
19,305,view,2026-03-25 13:48:50.349524
19,521,view,2026-06-02 13:48:50.349524
19,65,view,2026-01-22 13:48:50.349524
19,881,view,2026-04-26 13:48:50.349524
19,93,cart,2026-04-23 13:48:50.349524
19,151,cart,2026-03-09 13:48:50.349524
19,180,cart,2026-05-20 13:48:50.349524
19,781,cart,2026-03-23 13:48:50.349524
19,982,view,2026-04-05 13:48:50.349524
19,776,view,2026-04-19 13:48:50.349524
19,88,view,2026-04-17 13:48:50.349524
19,476,view,2026-02-08 13:48:50.349524
19,959,cart,2026-02-10 13:48:50.349524
19,231,view,2026-02-18 13:48:50.349524
19,361,view,2025-12-09 13:48:50.349524
19,378,cart,2026-02-17 13:48:50.349524
19,592,view,2026-02-08 13:48:50.349524
19,717,view,2026-05-03 13:48:50.349524
20,486,purchase,2026-05-29 13:48:50.349524
20,80,cart,2026-02-26 13:48:50.349524
20,971,cart,2026-04-26 13:48:50.349524
20,494,cart,2026-02-18 13:48:50.349524
20,419,view,2026-05-17 13:48:50.349524
20,875,view,2025-12-30 13:48:50.349524
20,73,view,2026-03-26 13:48:50.349524
20,689,view,2026-01-20 13:48:50.349524
20,818,view,2026-01-09 13:48:50.349524
20,997,view,2026-04-08 13:48:50.349524
20,761,cart,2026-05-16 13:48:50.349524
20,444,cart,2026-02-04 13:48:50.349524
20,333,view,2026-04-10 13:48:50.349524
20,295,view,2026-04-07 13:48:50.349524
20,38,view,2026-03-21 13:48:50.349524
20,270,view,2026-04-07 13:48:50.349524
20,612,view,2026-04-20 13:48:50.349524
20,386,view,2026-01-20 13:48:50.349524
20,32,purchase,2026-01-31 13:48:50.349524
20,75,view,2026-05-30 13:48:50.349524
21,980,purchase,2026-04-10 13:48:50.349524
21,751,purchase,2026-01-12 13:48:50.349524
21,254,purchase,2026-01-26 13:48:50.349524
21,709,view,2026-03-30 13:48:50.349524
21,8,view,2026-05-08 13:48:50.349524
21,894,cart,2025-12-31 13:48:50.349524
21,705,view,2026-02-24 13:48:50.349524
21,6,view,2025-12-19 13:48:50.349524
21,997,view,2026-01-12 13:48:50.349524
21,709,purchase,2026-04-27 13:48:50.349524
21,338,view,2026-02-27 13:48:50.349524
21,926,purchase,2026-03-05 13:48:50.349524
21,9,view,2026-05-22 13:48:50.349524
21,346,view,2026-03-17 13:48:50.349524
21,649,cart,2026-01-17 13:48:50.349524
21,868,view,2026-02-21 13:48:50.349524
21,307,view,2026-01-05 13:48:50.349524
21,284,cart,2026-05-09 13:48:50.349524
21,662,view,2025-12-24 13:48:50.349524
21,121,view,2026-04-24 13:48:50.349524
22,76,view,2026-02-14 13:48:50.349524
22,212,view,2026-01-13 13:48:50.349524
22,364,view,2026-04-30 13:48:50.349524
22,771,view,2026-05-18 13:48:50.349524
22,107,view,2026-01-17 13:48:50.349524
22,774,purchase,2026-03-22 13:48:50.349524
22,851,view,2026-01-07 13:48:50.349524
22,289,view,2026-04-10 13:48:50.349524
22,482,purchase,2026-05-18 13:48:50.349524
22,457,view,2026-02-27 13:48:50.349524
22,141,view,2025-12-25 13:48:50.349524
22,463,view,2026-03-29 13:48:50.349524
22,577,view,2026-01-07 13:48:50.349524
22,79,cart,2026-02-24 13:48:50.349524
22,663,view,2025-12-19 13:48:50.349524
22,255,view,2026-04-16 13:48:50.349524
22,15,view,2026-04-19 13:48:50.349524
22,653,cart,2026-03-03 13:48:50.349524
22,290,view,2026-03-30 13:48:50.349524
22,71,cart,2026-04-06 13:48:50.349524
23,940,view,2025-12-18 13:48:50.349524
23,209,cart,2026-04-27 13:48:50.349524
23,687,view,2026-03-19 13:48:50.349524
23,251,view,2026-01-03 13:48:50.349524
23,231,view,2025-12-30 13:48:50.349524
23,496,cart,2026-05-30 13:48:50.349524
23,123,view,2026-01-30 13:48:50.349524
23,447,cart,2026-01-25 13:48:50.349524
23,617,view,2026-05-10 13:48:50.349524
23,543,purchase,2026-05-04 13:48:50.349524
23,558,view,2025-12-14 13:48:50.349524
23,476,view,2025-12-30 13:48:50.349524
23,976,view,2025-12-26 13:48:50.349524
23,361,purchase,2026-05-10 13:48:50.349524
23,697,view,2026-06-04 13:48:50.349524
23,610,purchase,2026-02-07 13:48:50.349524
23,739,view,2026-04-16 13:48:50.349524
23,443,purchase,2026-04-22 13:48:50.349524
23,358,view,2026-04-09 13:48:50.349524
23,828,view,2026-04-15 13:48:50.349524
24,11,cart,2026-02-06 13:48:50.349524
24,937,view,2026-01-18 13:48:50.349524
24,949,cart,2026-06-05 13:48:50.349524
24,829,cart,2026-02-25 13:48:50.349524
24,996,view,2026-04-12 13:48:50.349524
24,591,cart,2026-05-26 13:48:50.349524
24,302,view,2026-02-26 13:48:50.349524
24,607,cart,2026-01-03 13:48:50.349524
24,147,purchase,2026-02-14 13:48:50.349524
24,42,purchase,2025-12-23 13:48:50.349524
24,235,view,2026-04-06 13:48:50.349524
24,651,cart,2026-01-15 13:48:50.349524
24,690,cart,2025-12-07 13:48:50.349524
24,22,view,2026-05-15 13:48:50.349524
24,910,view,2026-04-23 13:48:50.349524
24,654,view,2026-02-25 13:48:50.349524
24,869,view,2026-02-27 13:48:50.349524
24,878,cart,2026-02-07 13:48:50.349524
24,676,cart,2025-12-10 13:48:50.349524
24,428,purchase,2026-01-28 13:48:50.349524
25,288,cart,2026-02-27 13:48:50.349524
25,799,cart,2026-05-28 13:48:50.349524
25,178,view,2026-03-19 13:48:50.349524
25,468,view,2026-02-20 13:48:50.349524
25,221,view,2025-12-27 13:48:50.349524
25,594,view,2026-01-18 13:48:50.349524
25,741,view,2026-03-03 13:48:50.349524
25,997,cart,2025-12-19 13:48:50.349524
25,65,view,2026-05-06 13:48:50.349524
25,91,purchase,2026-02-12 13:48:50.349524
25,393,view,2026-05-17 13:48:50.349524
25,440,cart,2026-05-26 13:48:50.349524
25,737,view,2026-06-02 13:48:50.349524
25,486,purchase,2025-12-29 13:48:50.349524
25,342,cart,2026-02-15 13:48:50.349524
25,764,view,2026-05-19 13:48:50.349524
25,948,purchase,2026-05-08 13:48:50.349524
25,603,view,2025-12-19 13:48:50.349524
25,189,cart,2026-03-23 13:48:50.349524
25,601,cart,2026-05-22 13:48:50.349524
26,586,view,2026-03-14 13:48:50.349524
26,404,view,2026-04-26 13:48:50.349524
26,712,view,2026-03-02 13:48:50.349524
26,245,view,2025-12-19 13:48:50.349524
26,734,view,2026-01-18 13:48:50.349524
26,983,cart,2026-05-10 13:48:50.349524
26,508,view,2026-03-31 13:48:50.349524
26,54,view,2026-01-19 13:48:50.349524
26,496,view,2026-02-17 13:48:50.349524
26,21,purchase,2026-03-29 13:48:50.349524
26,35,view,2026-03-08 13:48:50.349524
26,160,purchase,2026-01-05 13:48:50.349524
26,338,view,2026-04-09 13:48:50.349524
26,415,view,2026-05-17 13:48:50.349524
26,184,view,2026-03-11 13:48:50.349524
26,812,view,2026-03-22 13:48:50.349524
26,620,view,2026-03-16 13:48:50.349524
26,567,view,2025-12-23 13:48:50.349524
26,758,view,2026-03-26 13:48:50.349524
26,139,view,2026-06-03 13:48:50.349524
27,983,view,2026-04-06 13:48:50.349524
27,706,view,2026-04-14 13:48:50.349524
27,77,view,2026-06-04 13:48:50.349524
27,943,view,2026-04-21 13:48:50.349524
27,758,cart,2025-12-14 13:48:50.349524
27,272,view,2026-04-08 13:48:50.349524
27,501,view,2025-12-13 13:48:50.349524
27,791,view,2026-03-16 13:48:50.349524
27,862,cart,2026-01-13 13:48:50.349524
27,407,view,2025-12-27 13:48:50.349524
27,784,cart,2026-01-15 13:48:50.349524
27,797,cart,2026-01-16 13:48:50.349524
27,980,view,2026-02-01 13:48:50.349524
27,955,purchase,2026-05-23 13:48:50.349524
27,147,view,2025-12-28 13:48:50.349524
27,169,view,2026-04-30 13:48:50.349524
27,507,view,2026-03-10 13:48:50.349524
27,296,cart,2026-05-03 13:48:50.349524
27,123,view,2026-03-24 13:48:50.349524
27,353,view,2026-02-12 13:48:50.349524
28,552,purchase,2026-03-22 13:48:50.349524
28,797,view,2026-01-14 13:48:50.349524
28,255,view,2026-05-30 13:48:50.349524
28,996,purchase,2026-04-20 13:48:50.349524
28,362,view,2026-03-20 13:48:50.349524
28,542,cart,2026-01-05 13:48:50.349524
28,806,view,2026-01-11 13:48:50.349524
28,599,cart,2025-12-29 13:48:50.349524
28,361,cart,2026-02-23 13:48:50.349524
28,85,cart,2026-05-20 13:48:50.349524
28,593,purchase,2026-02-08 13:48:50.349524
28,585,view,2026-05-04 13:48:50.349524
28,161,cart,2026-01-25 13:48:50.349524
28,803,cart,2026-02-13 13:48:50.349524
28,730,view,2026-02-03 13:48:50.349524
28,441,view,2026-02-09 13:48:50.349524
28,381,view,2026-03-08 13:48:50.349524
28,170,cart,2026-04-30 13:48:50.349524
28,489,view,2026-05-29 13:48:50.349524
28,196,view,2026-05-30 13:48:50.349524
29,248,view,2026-02-28 13:48:50.349524
29,174,purchase,2026-02-09 13:48:50.349524
29,903,view,2026-03-08 13:48:50.349524
29,583,view,2026-03-08 13:48:50.349524
29,330,view,2026-06-04 13:48:50.349524
29,538,view,2026-05-18 13:48:50.349524
29,174,view,2025-12-16 13:48:50.349524
29,407,purchase,2026-04-11 13:48:50.349524
29,953,view,2026-05-06 13:48:50.349524
29,645,view,2026-06-02 13:48:50.349524
29,368,view,2026-06-05 13:48:50.349524
29,785,view,2026-03-05 13:48:50.349524
29,545,view,2025-12-07 13:48:50.349524
29,853,purchase,2026-02-20 13:48:50.349524
29,957,cart,2026-05-29 13:48:50.349524
29,569,cart,2026-04-20 13:48:50.349524
29,926,view,2026-02-22 13:48:50.349524
29,553,purchase,2026-01-25 13:48:50.349524
29,951,view,2025-12-14 13:48:50.349524
29,741,cart,2025-12-30 13:48:50.349524
30,675,view,2025-12-11 13:48:50.349524
30,231,view,2025-12-26 13:48:50.349524
30,325,view,2026-02-04 13:48:50.349524
30,133,view,2026-05-27 13:48:50.349524
30,411,cart,2026-04-08 13:48:50.349524
30,627,view,2026-04-21 13:48:50.349524
30,733,purchase,2026-03-25 13:48:50.349524
30,654,cart,2026-01-21 13:48:50.349524
30,8,view,2026-04-09 13:48:50.349524
30,821,view,2026-03-23 13:48:50.349524
30,2,view,2026-02-28 13:48:50.349524
30,145,view,2026-05-21 13:48:50.349524
30,708,view,2026-02-11 13:48:50.349524
30,405,cart,2025-12-10 13:48:50.349524
30,422,cart,2026-03-09 13:48:50.349524
30,189,view,2026-05-19 13:48:50.349524
30,695,view,2026-03-09 13:48:50.349524
30,775,cart,2026-05-11 13:48:50.349524
30,12,cart,2026-01-17 13:48:50.349524
30,837,purchase,2026-02-23 13:48:50.349524
31,640,purchase,2026-02-20 13:48:50.349524
31,252,view,2026-05-29 13:48:50.349524
31,948,view,2026-04-12 13:48:50.349524
31,777,cart,2026-03-15 13:48:50.349524
31,251,purchase,2026-03-27 13:48:50.349524
31,560,view,2026-02-27 13:48:50.349524
31,242,view,2025-12-14 13:48:50.349524
31,142,view,2025-12-11 13:48:50.349524
31,730,view,2026-03-30 13:48:50.349524
31,402,view,2026-04-16 13:48:50.349524
31,469,cart,2026-05-14 13:48:50.349524
31,403,view,2026-01-31 13:48:50.349524
31,129,view,2026-01-19 13:48:50.349524
31,821,view,2025-12-08 13:48:50.349524
31,294,view,2026-01-21 13:48:50.349524
31,605,view,2026-02-01 13:48:50.349524
31,748,cart,2026-01-20 13:48:50.349524
31,779,cart,2026-05-22 13:48:50.349524
31,892,view,2026-05-10 13:48:50.349524
31,77,view,2026-03-02 13:48:50.349524
