product_id,title,category,brand,price,rating,stock,description
62,Vision Watch,Fashion,Vision,21325.41,4.4,400,Vision Watch in category Fashion with rating 4.4
63,Nova Vacuum Cleaner,Home,Nova,5830.77,3.5,434,Nova Vacuum Cleaner in category Home with rating 3.5
64,SmartLife Operating Systems,Books,SmartLife,49668.3,4.4,111,SmartLife Operating Systems in category Books with rating 4.4
65,Elite Mouse,Electronics,Elite,39515.87,4.2,396,Elite Mouse in category Electronics with rating 4.2
66,SmartLife Operating Systems,Books,SmartLife,38883.51,3.5,302,SmartLife Operating Systems in category Books with rating 3.5
67,TechPro Machine Learning,Books,TechPro,23693.0,3.3,261,TechPro Machine Learning in category Books with rating 3.3
68,TechPro Operating Systems,Books,TechPro,27329.74,3.1,349,TechPro Operating Systems in category Books with rating 3.1
69,Prime Table,Home,Prime,46738.28,3.2,225,Prime Table in category Home with rating 3.2
70,Prime Table,Home,Prime,10337.12,3.8,46,Prime Table in category Home with rating 3.8
71,Prime Tablet,Electronics,Prime,821.17,3.1,281,Prime Tablet in category Electronics with rating 3.1
72,Vision Chair,Home,Vision,15550.65,4.2,416,Vision Chair in category Home with rating 4.2
73,Elite Mouse,Electronics,Elite,23938.4,3.9,473,Elite Mouse in category Electronics with rating 3.9
74,Prime Lamp,Home,Prime,11554.29,3.7,45,Prime Lamp in category Home with rating 3.7
75,Ultra Operating Systems,Books,Ultra,31968.37,4.1,484,Ultra Operating Systems in category Books with rating 4.1
76,Prime Vacuum Cleaner,Home,Prime,10538.27,3.6,57,Prime Vacuum Cleaner in category Home with rating 3.6
77,SmartLife Python Guide,Books,SmartLife,26064.42,3.7,27,SmartLife Python Guide in category Books with rating 3.7
78,Nova Python Guide,Books,Nova,2166.34,3.1,189,Nova Python Guide in category Books with rating 3.1
79,Max Yoga Mat,Sports,Max,11284.97,3.2,469,Max Yoga Mat in category Sports with rating 3.2
80,Vision Vacuum Cleaner,Home,Vision,16425.87,3.2,339,Vision Vacuum Cleaner in category Home with rating 3.2
81,Prime Tennis Racket,Sports,Prime,7199.5,3.7,25,Prime Tennis Racket in category Sports with rating 3.7
82,Vision Sneakers,Fashion,Vision,9240.49,4.9,98,Vision Sneakers in category Fashion with rating 4.9
83,Elite Mixer,Home,Elite,10128.35,4.1,333,Elite Mixer in category Home with rating 4.1
84,Nova Operating Systems,Books,Nova,18560.78,4.6,209,Nova Operating Systems in category Books with rating 4.6
85,Nova Operating Systems,Books,Nova,8004.24,3.9,24,Nova Operating Systems in category Books with rating 3.9
86,Vision Cricket Bat,Sports,Vision,34494.9,3.3,371,Vision Cricket Bat in category Sports with rating 3.3
87,Prime Operating Systems,Books,Prime,638.89,3.8,465,Prime Operating Systems in category Books with rating 3.8
88,Vision Gym Gloves,Sports,Vision,4700.82,3.9,313,Vision Gym Gloves in category Sports with rating 3.9
89,Ultra Tennis Racket,Sports,Ultra,23701.0,3.7,136,Ultra Tennis Racket in category Sports with rating 3.7
90,Max DBMS,Books,Max,21272.77,3.1,450,Max DBMS in category Books with rating 3.1
91,Prime DBMS,Books,Prime,44160.02,4.5,338,Prime DBMS in category Books with rating 4.5
92,Vision Sofa,Home,Vision,20970.39,5.0,232,Vision Sofa in category Home with rating 5.0
93,Vision Monitor,Electronics,Vision,22021.24,3.6,244,Vision Monitor in category Electronics with rating 3.6
94,TechPro DBMS,Books,TechPro,12354.14,4.0,286,TechPro DBMS in category Books with rating 4.0
95,Nova DBMS,Books,Nova,23017.77,3.2,232,Nova DBMS in category Books with rating 3.2
96,Vision Chair,Home,Vision,8715.54,4.3,461,Vision Chair in category Home with rating 4.3
97,Prime Cricket Bat,Sports,Prime,41166.12,3.1,250,Prime Cricket Bat in category Sports with rating 3.1
98,Prime Football,Sports,Prime,20299.81,4.4,364,Prime Football in category Sports with rating 4.4
99,Prime Tablet,Electronics,Prime,9429.27,3.2,65,Prime Tablet in category Electronics with rating 3.2
100,Ultra Tennis Racket,Sports,Ultra,39481.67,3.6,129,Ultra Tennis Racket in category Sports with rating 3.6
101,SmartLife DBMS,Books,SmartLife,15374.92,4.8,216,SmartLife DBMS in category Books with rating 4.8
102,TechPro Vacuum Cleaner,Home,TechPro,32777.67,4.5,12,TechPro Vacuum Cleaner in category Home with rating 4.5
103,Ultra Shirt,Fashion,Ultra,14788.87,4.8,425,Ultra Shirt in category Fashion with rating 4.8
104,Nova Football,Sports,Nova,11077.18,4.9,394,Nova Football in category Sports with rating 4.9
105,Ultra DBMS,Books,Ultra,33966.95,4.8,177,Ultra DBMS in category Books with rating 4.8
106,Elite Monitor,Electronics,Elite,3411.49,3.4,229,Elite Monitor in category Electronics with rating 3.4
107,Ultra Shirt,Fashion,Ultra,48571.09,4.2,329,Ultra Shirt in category Fashion with rating 4.2
108,Ultra Gym Gloves,Sports,Ultra,20050.3,4.4,132,Ultra Gym Gloves in category Sports with rating 4.4
109,Max Sneakers,Fashion,Max,15981.53,3.3,257,Max Sneakers in category Fashion with rating 3.3
110,Prime Tablet,Electronics,Prime,6315.25,4.7,176,Prime Tablet in category Electronics with rating 4.7
111,SmartLife Laptop,Electronics,SmartLife,19645.92,3.9,380,SmartLife Laptop in category Electronics with rating 3.9
112,Prime Sofa,Home,Prime,25079.0,4.9,454,Prime Sofa in category Home with rating 4.9
113,Prime Basketball,Sports,Prime,20395.67,4.2,415,Prime Basketball in category Sports with rating 4.2
114,Elite Operating Systems,Books,Elite,47518.62,4.1,193,Elite Operating Systems in category Books with rating 4.1
115,SmartLife Mouse,Electronics,SmartLife,16499.68,5.0,234,SmartLife Mouse in category Electronics with rating 5.0
116,SmartLife Table,Home,SmartLife,23420.11,3.2,409,SmartLife Table in category Home with rating 3.2
117,Max DBMS,Books,Max,12745.32,4.5,381,Max DBMS in category Books with rating 4.5
118,Nova Football,Sports,Nova,29695.81,3.7,324,Nova Football in category Sports with rating 3.7
119,TechPro Data Science,Books,TechPro,35698.78,4.7,394,TechPro Data Science in category Books with rating 4.7
120,SmartLife Sofa,Home,SmartLife,43229.5,4.0,293,SmartLife Sofa in category Home with rating 4.0
121,TechPro Data Science,Books,TechPro,27967.68,4.6,86,TechPro Data Science in category Books with rating 4.6
122,TechPro Lamp,Home,TechPro,48859.45,3.1,362,TechPro Lamp in category Home with rating 3.1
123,Prime Operating Systems,Books,Prime,32397.28,4.2,373,Prime Operating Systems in category Books with rating 4.2
124,Elite Algorithms,Books,Elite,36417.97,4.4,115,Elite Algorithms in category Books with rating 4.4
125,TechPro Cricket Bat,Sports,TechPro,13513.27,4.5,375,TechPro Cricket Bat in category Sports with rating 4.5
126,SmartLife Algorithms,Books,SmartLife,18726.67,4.7,311,SmartLife Algorithms in category Books with rating 4.7
127,Elite Sneakers,Fashion,Elite,5801.6,3.0,348,Elite Sneakers in category Fashion with rating 3.0
128,SmartLife Watch,Fashion,SmartLife,27810.57,3.1,298,SmartLife Watch in category Fashion with rating 3.1
129,Elite Machine Learning,Books,Elite,939.97,4.1,46,Elite Machine Learning in category Books with rating 4.1
130,Max Watch,Fashion,Max,1168.51,3.7,130,Max Watch in category Fashion with rating 3.7
131,SmartLife Table,Home,SmartLife,4726.49,3.4,75,SmartLife Table in category Home with rating 3.4
132,Ultra Shirt,Fashion,Ultra,12152.78,3.5,324,Ultra Shirt in category Fashion with rating 3.5
133,Nova Jeans,Fashion,Nova,20741.98,3.2,250,Nova Jeans in category Fashion with rating 3.2
134,Elite Table,Home,Elite,44783.09,4.4,417,Elite Table in category Home with rating 4.4
135,Max Headphones,Electronics,Max,28685.43,3.3,415,Max Headphones in category Electronics with rating 3.3
136,Prime T-Shirt,Fashion,Prime,49487.05,4.0,449,Prime T-Shirt in category Fashion with rating 4.0
137,Elite Lamp,Home,Elite,32626.06,4.4,499,Elite Lamp in category Home with rating 4.4
138,TechPro Laptop,Electronics,TechPro,37012.18,4.1,379,TechPro Laptop in category Electronics with rating 4.1
139,Max Sneakers,Fashion,Max,20726.48,3.3,461,Max Sneakers in category Fashion with rating 3.3
140,Vision Football,Sports,Vision,49948.15,3.4,304,Vision Football in category Sports with rating 3.4
141,Max Tennis Racket,Sports,Max,10028.5,4.7,22,Max Tennis Racket in category Sports with rating 4.7
142,TechPro Keyboard,Electronics,TechPro,25433.52,3.6,407,TechPro Keyboard in category Electronics with rating 3.6
143,Vision Data Science,Books,Vision,6788.9,3.9,31,Vision Data Science in category Books with rating 3.9
144,SmartLife Shirt,Fashion,SmartLife,46662.79,3.6,445,SmartLife Shirt in category Fashion with rating 3.6
145,Vision Jacket,Fashion,Vision,10242.71,4.9,227,Vision Jacket in category Fashion with rating 4.9
146,Nova Monitor,Electronics,Nova,24217.05,5.0,335,Nova Monitor in category Electronics with rating 5.0
147,SmartLife Python Guide,Books,SmartLife,40687.54,4.5,62,SmartLife Python Guide in category Books with rating 4.5
148,Elite Vacuum Cleaner,Home,Elite,23446.65,3.5,267,Elite Vacuum Cleaner in category Home with rating 3.5
149,Elite Data Science,Books,Elite,6026.7,3.3,85,Elite Data Science in category Books with rating 3.3
150,Vision Smartphone,Electronics,Vision,37204.09,4.9,33,Vision Smartphone in category Electronics with rating 4.9
151,Elite Vacuum Cleaner,Home,Elite,22477.44,4.7,182,Elite Vacuum Cleaner in category Home with rating 4.7
152,Prime Tennis Racket,Sports,Prime,19691.4,3.5,262,Prime Tennis Racket in category Sports with rating 3.5
153,Nova Jeans,Fashion,Nova,1985.31,3.4,270,Nova Jeans in category Fashion with rating 3.4
154,Vision Watch,Fashion,Vision,31293.59,4.7,443,Vision Watch in category Fashion with rating 4.7
155,Elite Hoodie,Fashion,Elite,25460.55,3.5,149,Elite Hoodie in category Fashion with rating 3.5
156,Max DBMS,Books,Max,3860.88,3.9,238,Max DBMS in category Books with rating 3.9
157,Prime Vacuum Cleaner,Home,Prime,6164.38,4.9,102,Prime Vacuum Cleaner in category Home with rating 4.9
158,SmartLife Tennis Racket,Sports,SmartLife,40535.14,4.0,49,SmartLife Tennis Racket in category Sports with rating 4.0
159,Prime Monitor,Electronics,Prime,41159.16,4.4,470,Prime Monitor in category Electronics with rating 4.4
160,TechPro Monitor,Electronics,TechPro,6375.83,4.2,139,TechPro Monitor in category Electronics with rating 4.2
161,Max Vacuum Cleaner,Home,Max,36172.88,3.3,35,Max Vacuum Cleaner in category Home with rating 3.3
162,TechPro Gym Gloves,Sports,TechPro,33694.42,4.2,253,TechPro Gym Gloves in category Sports with rating 4.2
163,SmartLife Keyboard,Electronics,SmartLife,21266.54,4.8,60,SmartLife Keyboard in category Electronics with rating 4.8
164,Nova DBMS,Books,Nova,22760.16,4.5,454,Nova DBMS in category Books with rating 4.5
165,Ultra Sneakers,Fashion,Ultra,22287.17,4.1,110,Ultra Sneakers in category Fashion with rating 4.1
166,SmartLife Tennis Racket,Sports,SmartLife,23478.54,4.0,485,SmartLife Tennis Racket in category Sports with rating 4.0
167,SmartLife DBMS,Books,SmartLife,10649.38,4.9,415,SmartLife DBMS in category Books with rating 4.9
168,Prime Headphones,Electronics,Prime,31182.72,4.5,396,Prime Headphones in category Electronics with rating 4.5
169,Max Cricket Bat,Sports,Max,23823.63,3.7,208,Max Cricket Bat in category Sports with rating 3.7
170,TechPro Table,Home,TechPro,31846.8,4.5,251,TechPro Table in category Home with rating 4.5
171,TechPro Mixer,Home,TechPro,3963.12,3.9,142,TechPro Mixer in category Home with rating 3.9
172,Elite Sofa,Home,Elite,19394.04,3.1,212,Elite Sofa in category Home with rating 3.1
173,TechPro T-Shirt,Fashion,TechPro,25672.31,4.8,168,TechPro T-Shirt in category Fashion with rating 4.8
174,Max Laptop,Electronics,Max,18425.07,4.1,141,Max Laptop in category Electronics with rating 4.1
175,Prime Machine Learning,Books,Prime,12489.78,4.3,477,Prime Machine Learning in category Books with rating 4.3
176,TechPro Operating Systems,Books,TechPro,35077.81,4.0,341,TechPro Operating Systems in category Books with rating 4.0
177,Prime Watch,Fashion,Prime,5026.18,4.8,201,Prime Watch in category Fashion with rating 4.8
178,SmartLife Smartwatch,Electronics,SmartLife,43229.2,4.0,110,SmartLife Smartwatch in category Electronics with rating 4.0
179,TechPro Python Guide,Books,TechPro,12289.14,3.8,469,TechPro Python Guide in category Books with rating 3.8
180,Vision Table,Home,Vision,37500.6,4.5,279,Vision Table in category Home with rating 4.5
181,Nova Jeans,Fashion,Nova,29442.34,4.4,132,Nova Jeans in category Fashion with rating 4.4
182,Elite Algorithms,Books,Elite,43889.73,3.6,239,Elite Algorithms in category Books with rating 3.6
183,TechPro Jacket,Fashion,TechPro,8448.66,3.1,36,TechPro Jacket in category Fashion with rating 3.1
184,SmartLife Keyboard,Electronics,SmartLife,38472.24,4.4,491,SmartLife Keyboard in category Electronics with rating 4.4
185,Ultra Football,Sports,Ultra,32209.62,3.1,58,Ultra Football in category Sports with rating 3.1
186,TechPro Machine Learning,Books,TechPro,37287.47,4.7,249,TechPro Machine Learning in category Books with rating 4.7
187,Vision Smartphone,Electronics,Vision,39288.77,4.4,156,Vision Smartphone in category Electronics with rating 4.4
188,TechPro Tennis Racket,Sports,TechPro,29331.66,3.7,295,TechPro Tennis Racket in category Sports with rating 3.7
189,Max Basketball,Sports,Max,3478.92,4.3,398,Max Basketball in category Sports with rating 4.3
190,SmartLife Jeans,Fashion,SmartLife,15322.71,4.0,169,SmartLife Jeans in category Fashion with rating 4.0
191,Ultra Sneakers,Fashion,Ultra,11618.27,4.7,486,Ultra Sneakers in category Fashion with rating 4.7
192,SmartLife Mouse,Electronics,SmartLife,42562.01,3.4,104,SmartLife Mouse in category Electronics with rating 3.4
193,Vision Algorithms,Books,Vision,45718.5,4.5,18,Vision Algorithms in category Books with rating 4.5
194,TechPro Operating Systems,Books,TechPro,22763.04,4.4,328,TechPro Operating Systems in category Books with rating 4.4
195,Nova Sneakers,Fashion,Nova,40772.01,4.3,242,Nova Sneakers in category Fashion with rating 4.3
196,Prime Football,Sports,Prime,38473.46,4.4,289,Prime Football in category Sports with rating 4.4
197,Vision Data Science,Books,Vision,43014.31,3.6,320,Vision Data Science in category Books with rating 3.6
198,Prime Vacuum Cleaner,Home,Prime,32691.93,3.4,463,Prime Vacuum Cleaner in category Home with rating 3.4
199,Max Smartwatch,Electronics,Max,29094.98,4.2,85,Max Smartwatch in category Electronics with rating 4.2
200,Nova Gym Gloves,Sports,Nova,22277.12,4.0,304,Nova Gym Gloves in category Sports with rating 4.0
201,Vision Lamp,Home,Vision,17911.19,3.6,464,Vision Lamp in category Home with rating 3.6
202,SmartLife Mixer,Home,SmartLife,5090.6,4.3,451,SmartLife Mixer in category Home with rating 4.3
203,Nova Monitor,Electronics,Nova,27153.47,4.8,451,Nova Monitor in category Electronics with rating 4.8
204,Elite Smartphone,Electronics,Elite,2197.48,3.4,340,Elite Smartphone in category Electronics with rating 3.4
205,SmartLife Tablet,Electronics,SmartLife,7043.07,4.6,433,SmartLife Tablet in category Electronics with rating 4.6
206,SmartLife Python Guide,Books,SmartLife,38685.73,4.1,212,SmartLife Python Guide in category Books with rating 4.1
207,Vision Monitor,Electronics,Vision,12220.79,3.1,33,Vision Monitor in category Electronics with rating 3.1
208,TechPro Monitor,Electronics,TechPro,9673.19,3.6,75,TechPro Monitor in category Electronics with rating 3.6
209,SmartLife Watch,Fashion,SmartLife,42792.83,3.3,200,SmartLife Watch in category Fashion with rating 3.3
210,Vision Sneakers,Fashion,Vision,48801.2,3.6,413,Vision Sneakers in category Fashion with rating 3.6
211,TechPro Tennis Racket,Sports,TechPro,2949.28,4.7,253,TechPro Tennis Racket in category Sports with rating 4.7
212,Prime Basketball,Sports,Prime,49700.32,4.6,146,Prime Basketball in category Sports with rating 4.6
213,Vision Gym Gloves,Sports,Vision,16269.12,3.8,313,Vision Gym Gloves in category Sports with rating 3.8
214,Vision Chair,Home,Vision,25881.32,3.7,300,Vision Chair in category Home with rating 3.7
215,Max Keyboard,Electronics,Max,20004.68,4.6,170,Max Keyboard in category Electronics with rating 4.6
216,Max Football,Sports,Max,40984.01,4.2,49,Max Football in category Sports with rating 4.2
217,TechPro Table,Home,TechPro,37720.71,4.3,391,TechPro Table in category Home with rating 4.3
218,Vision Shirt,Fashion,Vision,18975.3,4.5,429,Vision Shirt in category Fashion with rating 4.5
219,Max Football,Sports,Max,4836.08,3.6,346,Max Football in category Sports with rating 3.6
220,Prime DBMS,Books,Prime,39133.48,4.1,144,Prime DBMS in category Books with rating 4.1
221,Ultra Keyboard,Electronics,Ultra,38572.3,3.5,255,Ultra Keyboard in category Electronics with rating 3.5
222,TechPro Vacuum Cleaner,Home,TechPro,6967.77,4.8,366,TechPro Vacuum Cleaner in category Home with rating 4.8
223,Elite Vacuum Cleaner,Home,Elite,47638.81,3.7,356,Elite Vacuum Cleaner in category Home with rating 3.7
224,TechPro Tennis Racket,Sports,TechPro,47495.61,4.4,488,TechPro Tennis Racket in category Sports with rating 4.4
225,Nova Headphones,Electronics,Nova,22832.56,4.0,484,Nova Headphones in category Electronics with rating 4.0
226,Ultra Laptop,Electronics,Ultra,38935.3,4.3,43,Ultra Laptop in category Electronics with rating 4.3
227,Prime Algorithms,Books,Prime,14734.87,4.4,287,Prime Algorithms in category Books with rating 4.4
228,Max Smartphone,Electronics,Max,26377.62,3.1,178,Max Smartphone in category Electronics with rating 3.1
229,Nova Table,Home,Nova,48196.21,3.9,240,Nova Table in category Home with rating 3.9
230,Max Operating Systems,Books,Max,41954.67,4.6,410,Max Operating Systems in category Books with rating 4.6
231,Vision Jacket,Fashion,Vision,2470.16,5.0,285,Vision Jacket in category Fashion with rating 5.0
232,Max Tablet,Electronics,Max,34863.95,4.8,72,Max Tablet in category Electronics with rating 4.8
233,TechPro Headphones,Electronics,TechPro,27052.34,3.0,253,TechPro Headphones in category Electronics with rating 3.0
234,Nova Basketball,Sports,Nova,43763.42,4.8,106,Nova Basketball in category Sports with rating 4.8
235,Max Sofa,Home,Max,18903.87,4.5,237,Max Sofa in category Home with rating 4.5
236,TechPro Watch,Fashion,TechPro,32319.14,4.2,495,TechPro Watch in category Fashion with rating 4.2
237,SmartLife DBMS,Books,SmartLife,2994.89,3.4,419,SmartLife DBMS in category Books with rating 3.4
238,Prime Football,Sports,Prime,31771.48,4.8,30,Prime Football in category Sports with rating 4.8
239,Elite T-Shirt,Fashion,Elite,1408.0,3.5,57,Elite T-Shirt in category Fashion with rating 3.5
240,Max Yoga Mat,Sports,Max,36072.63,3.3,243,Max Yoga Mat in category Sports with rating 3.3
241,Nova Basketball,Sports,Nova,18601.21,4.8,60,Nova Basketball in category Sports with rating 4.8
242,Nova Tennis Racket,Sports,Nova,11087.58,3.6,449,Nova Tennis Racket in category Sports with rating 3.6
243,Nova Algorithms,Books,Nova,18350.76,4.1,175,Nova Algorithms in category Books with rating 4.1
244,TechPro Data Science,Books,TechPro,18125.03,3.7,339,TechPro Data Science in category Books with rating 3.7
245,TechPro Cricket Bat,Sports,TechPro,44727.68,4.3,200,TechPro Cricket Bat in category Sports with rating 4.3
246,SmartLife Monitor,Electronics,SmartLife,45610.43,4.0,100,SmartLife Monitor in category Electronics with rating 4.0
247,Vision DBMS,Books,Vision,1201.69,4.5,428,Vision DBMS in category Books with rating 4.5
248,Prime Jacket,Fashion,Prime,9506.04,4.1,222,Prime Jacket in category Fashion with rating 4.1
249,Max Algorithms,Books,Max,41403.69,3.4,322,Max Algorithms in category Books with rating 3.4
250,Ultra Lamp,Home,Ultra,33471.52,3.7,107,Ultra Lamp in category Home with rating 3.7
251,SmartLife Tablet,Electronics,SmartLife,13444.11,3.6,381,SmartLife Tablet in category Electronics with rating 3.6
252,Vision Smartphone,Electronics,Vision,36563.69,4.1,304,Vision Smartphone in category Electronics with rating 4.1
253,Vision Jacket,Fashion,Vision,30785.36,4.7,323,Vision Jacket in category Fashion with rating 4.7
254,Nova Tablet,Electronics,Nova,38742.32,4.3,489,Nova Tablet in category Electronics with rating 4.3
255,Vision Jeans,Fashion,Vision,46874.06,3.5,69,Vision Jeans in category Fashion with rating 3.5
256,Prime Python Guide,Books,Prime,17701.42,4.0,112,Prime Python Guide in category Books with rating 4.0
257,Prime Monitor,Electronics,Prime,27738.17,4.9,271,Prime Monitor in category Electronics with rating 4.9
258,Max Lamp,Home,Max,22653.06,3.5,71,Max Lamp in category Home with rating 3.5
259,Prime Cricket Bat,Sports,Prime,22476.96,3.1,419,Prime Cricket Bat in category Sports with rating 3.1
260,Prime Gym Gloves,Sports,Prime,2854.52,4.5,196,Prime Gym Gloves in category Sports with rating 4.5
261,Max Laptop,Electronics,Max,13718.65,4.2,384,Max Laptop in category Electronics with rating 4.2
262,Elite Yoga Mat,Sports,Elite,39665.22,4.8,384,Elite Yoga Mat in category Sports with rating 4.8
263,SmartLife Tennis Racket,Sports,SmartLife,49268.29,4.3,221,SmartLife Tennis Racket in category Sports with rating 4.3
264,Nova Python Guide,Books,Nova,9221.96,3.8,172,Nova Python Guide in category Books with rating 3.8
265,Prime Cricket Bat,Sports,Prime,6049.54,3.2,274,Prime Cricket Bat in category Sports with rating 3.2
266,Vision Machine Learning,Books,Vision,22512.47,4.6,146,Vision Machine Learning in category Books with rating 4.6
267,TechPro Machine Learning,Books,TechPro,41802.13,4.4,25,TechPro Machine Learning in category Books with rating 4.4
268,Nova Operating Systems,Books,Nova,24229.78,3.7,84,Nova Operating Systems in category Books with rating 3.7
269,TechPro Football,Sports,TechPro,6962.69,4.1,213,TechPro Football in category Sports with rating 4.1
270,Nova Cricket Bat,Sports,Nova,7225.62,4.3,406,Nova Cricket Bat in category Sports with rating 4.3
